price,beds,baths,sqft,pets,Kitchen,Features,Unique,Parking,term_length,latitude,longitude,postal_code,link
"$1,750",2 Beds,1 Bath,,,,,Heat,,,41.9754295,-87.7150022,60625,https://www.apartmentguide.com/rent/3437-W-Foster-Ave-Chicago-IL-LV2330918927/
"$1,500",1 Bed,1 Bath,,,,,Heat,,,41.9880116,-87.6547002,60660,https://www.apartmentguide.com/rent/5815-N-Sheridan-Rd-Chicago-IL-LV2397648917/
"$1,150",2 Beds,1 Bath,,,,,"Ceiling Fans, Heat",,,41.7461749,-87.6011071,60619,https://www.apartmentguide.com/rent/8149-S-Ingleside-Ave-Chicago-IL-LV2399924063/
$900,1 Bed,1 Bath,,,,,"Ceiling Fans, Heat",,,41.7461749,-87.6011071,60619,https://www.apartmentguide.com/rent/8149-S-Ingleside-Ave-Chicago-IL-LV2399924062/
"$1,525",1 Bed,1 Bath,,Cats OK,,,Pet Friendly,,,42.0184015,-87.6679719,60626,https://www.apartmentguide.com/rent/7505-N-Greenview-Ave-Chicago-IL-LV2264203462/
$725,Studio,1 Bath,,,"Refrigerator, Stove",,"Heat, Off Street Parking, Outdoor Parking",,,41.7456339,-87.5963503,60619,https://www.apartmentguide.com/rent/1135-E-82nd-St-Chicago-IL-LV1768416362/
$850,1 Bed,1 Bath,,,"Refrigerator, Stove",,"Heat, Off Street Parking, Outdoor Parking",,,41.745624,-87.596277,60619,https://www.apartmentguide.com/rent/1137-E-82nd-St-Chicago-IL-LV1507912776/
"$1,300",1 Bed,1 Bath,,,"Refrigerator, Stove",,Heat,,,41.778156,-87.6546522,60636,https://www.apartmentguide.com/rent/6348-S-Racine-Ave-Chicago-IL-LV2210303895/
"$1,400",1 Bed,1 Bath,,,"Refrigerator, Stove",,,,,41.772943,-87.611412,60637,https://www.apartmentguide.com/rent/535-E-67th-St-Chicago-IL-LV2201317352/
"$1,400",2 Beds,1 Bath,,,"Refrigerator, Stove",,Heat,,,41.7556128,-87.5587225,60649,https://www.apartmentguide.com/rent/7654-S-Marquette-Ave-Chicago-IL-LV2390839220/
"$2,500",1 Bed,1 Bath,,,,,,,,41.7062367,-87.5350576,60617,https://www.apartmentguide.com/rent/10401-S-Ewing-Ave-Chicago-IL-LV2198685663/
"$2,150",1 Bed,1 Bath,,"Dogs OK, Cats OK",,,Pet Friendly,,,41.8748748,-87.6416713,60607,https://www.apartmentguide.com/rent/500-S-Clinton-St-Chicago-IL-LV2257165646/
"$1,800",3 Beds,2 Baths,,,,,,,,41.8754177,-87.7307405,60624,https://www.apartmentguide.com/rent/4206-W-Van-Buren-St-Chicago-IL-LV2285235339/
"$2,500",2 Beds,2 Baths,,,,,,,,42.008103,-87.6651859,60626,https://www.apartmentguide.com/rent/1334-W-Morse-Ave-Chicago-IL-LV2391794612/
"$1,600",2 Beds,1 Bath,,,,,,,,41.8582828,-87.6953839,60608,https://www.apartmentguide.com/rent/1631-S-California-Ave-Chicago-IL-LV2263163022/
"$1,550",2 Beds,1 Bath,,,,,,,,41.8517192,-87.6995977,60623,https://www.apartmentguide.com/rent/2200-S-Marshall-Blvd-Chicago-IL-LV2272232850/
"$1,550",2 Beds,1 Bath,,,,,,,,41.8472428,-87.698515,60623,https://www.apartmentguide.com/rent/2917-W-24th-Blvd-Chicago-IL-LV2078950409/
"$1,400",2 Beds,1 Bath,,,,,,,,41.8508442,-87.705479,60623,https://www.apartmentguide.com/rent/2230-S-Kedzie-Ave-Chicago-IL-LV1465377118/
"$1,679",2 Beds,1 Bath,,,,,,,,41.7703403,-87.5730318,60649,https://www.apartmentguide.com/rent/6842-S-Merrill-Ave-Chicago-IL-LV2411390899/
"$1,475",1 Bed,1 Bath,,,,,,,,41.7703403,-87.5730318,60649,https://www.apartmentguide.com/rent/6842-S-Merrill-Ave-Chicago-IL-LV2411365520/
"$1,650",3 Beds,1 Bath,,,,,,,,41.8582828,-87.6953839,60608,https://www.apartmentguide.com/rent/1631-S-California-Ave-Chicago-IL-LV1459931936/
"$1,285",2 Beds,1 Bath,,,,,,,,41.8826601,-87.7709879,60644,https://www.apartmentguide.com/rent/5826-W-Washington-Blvd-Chicago-IL-LV2375576971/
"$1,150",2 Beds,1 Bath,,,,,,,,41.7430167,-87.6040811,60619,https://www.apartmentguide.com/rent/8330-S-Maryland-Ave-Chicago-IL-LV2265337060/
"$1,495",2 Beds,1 Bath,,,,,,,,41.7489196,-87.5665047,60617,https://www.apartmentguide.com/rent/8030-S-Yates-Blvd-Chicago-IL-LV2176646934/
$995,1 Bed,1 Bath,,,,,,,,41.6954994,-87.6185935,60628,https://www.apartmentguide.com/rent/10924-S-Indiana-Ave-Chicago-IL-LV2335117884/
"$1,500",1 Bed,1 Bath,,,,,Heat,,,41.984274,-87.714136,60659,https://www.apartmentguide.com/rent/5642-N-Kimball-Ave-Chicago-IL-LV2416169958/
"$1,500",2 Beds,1 Bath,,,,,,,,41.8462326,-87.6980198,60623,https://www.apartmentguide.com/rent/2903-W-25th-St-Chicago-IL-LV2289475569/
"$1,300",2 Beds,1 Bath,,,,,,,,41.8508442,-87.705479,60623,https://www.apartmentguide.com/rent/2230-S-Kedzie-Ave-Chicago-IL-LV1276166007/
"$1,779",1 Bed,1 Bath,,,,,,,,41.8014517,-87.6214231,60615,https://www.apartmentguide.com/rent/5116-S-Indiana-Ave-Chicago-IL-LV2289553629/
"$2,249",3 Beds,1.5 Baths,,,,,Heat,,,41.8852687,-87.7641213,60644,https://www.apartmentguide.com/rent/234-N-Pine-Ave-Chicago-IL-LV2420357710/
,3 Beds,1 Bath,,,,,,,,41.9095913,-87.7674262,60639,https://www.apartmentguide.com/rent/5646-W-North-Ave-Chicago-IL-LV2194050890/
"$1,500",2 Beds,1 Bath,,,Stove,,Heat,,,41.7732483,-87.5755599,60649,https://www.apartmentguide.com/rent/6700-S-Chappel-Ave-Chicago-IL-LV2002227419/
"$2,485",1 Bed,1 Bath,443 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393294964/
"$2,480",1 Bed,1 Bath,442 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393294983/
"$2,337",Studio,1 Bath,503 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393243101/
"$2,509",1 Bed,1 Bath,443 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393249033/
"$2,742",1 Bed,1 Bath,484 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393243093/
"$3,717",2 Beds,2 Baths,817 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393775820/
"$3,531",1 Bed,1 Bath,642 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393748108/
"$2,442",1 Bed,1 Bath,444 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393775808/
"$2,596",1 Bed,1 Bath,472 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393748162/
"$2,436",1 Bed,1 Bath,443 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393775813/
"$2,622",1 Bed,1 Bath,472 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393294963/
"$2,684",1 Bed,1 Bath,488 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2392812138/
"$2,629",1 Bed,1 Bath,478 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2392774900/
"$2,226",Studio,1 Bath,484 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393249025/
"$2,738",1 Bed,1 Bath,488 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393295003/
"$2,681",1 Bed,1 Bath,478 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393294972/
"$2,432",Studio,1 Bath,534 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393248986/
"$2,457",Studio,1 Bath,534 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393249000/
"$2,521",1 Bed,1 Bath,445 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393249041/
"$2,721",1 Bed,1 Bath,485 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9093143,-87.6510601,60642,https://www.apartmentguide.com/rent/1529-N-Fremont-St-Chicago-IL-LV2393294955/
"$1,200",1 Bed,1 Bath,,,,,,,,41.8457424,-87.6969324,60623,https://www.apartmentguide.com/rent/2842-W-25th-Pl-Chicago-IL-LV1489875561/
"$1,100",1 Bed,1 Bath,,,,,,,,41.8508442,-87.705479,60623,https://www.apartmentguide.com/rent/2230-S-Kedzie-Ave-Chicago-IL-LV1284253005/
"$1,689",3 Beds,1 Bath,,,Stove,On-Site Laundry,"Heat, No_WasherDryer",,,41.812402,-87.6141608,60653,https://www.apartmentguide.com/rent/4520-S-Vincennes-Ave-Chicago-IL-LV2361891721/
"$1,860",2 Beds,1 Bath,,,,,,,,41.7835308,-87.6469374,60621,https://www.apartmentguide.com/rent/6055-S-Peoria-St-Chicago-IL-LV2363315603/
"$1,125",1 Bed,1 Bath,,,,,,,,41.778282,-87.7024328,60629,https://www.apartmentguide.com/rent/6320-S-Troy-St-Chicago-IL-LV2229813157/
$950,Studio,1 Bath,,,,,,,,41.771946,-87.702477,60629,https://www.apartmentguide.com/rent/3148-W-Marquette-Rd-Chicago-IL-LV2360269344/
"$1,325",1 Bed,1 Bath,,,,,,,,41.771946,-87.702477,60629,https://www.apartmentguide.com/rent/3148-W-Marquette-Rd-Chicago-IL-LV2347995766/
"$1,686",2 Beds,1 Bath,,,,,Heat,,,41.7463994,-87.5996866,60619,https://www.apartmentguide.com/rent/8143-S-Ellis-Ave-Chicago-IL-LV1811232796/
"$2,000",2 Beds,1 Bath,,,,,,,,41.7053815,-87.6683231,60643,https://www.apartmentguide.com/rent/10339-S-Hale-Ave-Chicago-IL-LV2275499860/
"$1,200",1 Bed,1 Bath,,,,,,,12-Month,41.927499,-87.75115,60639,https://www.apartmentguide.com/rent/2551-N-Lavergne-Ave-2n-Chicago-IL-6247458/
"$1,686",2 Beds,1 Bath,,,,,Heat,,,41.7539619,-87.5557473,60649,https://www.apartmentguide.com/rent/7750-S-Muskegon-Ave-Chicago-IL-LV2388980706/
"$1,250",1 Bed,1 Bath,,,,,,,,41.933356,-87.756722,60641,https://www.apartmentguide.com/rent/2900-N-Laramie-Ave-Chicago-IL-LV2380428965/
"$1,600",2 Beds,1 Bath,,,Stove,,Heat,,,41.7734124,-87.603646,60637,https://www.apartmentguide.com/rent/6650-S-Drexel-Ave-Chicago-IL-LV2093288666/
"$2,018",2 Beds,1 Bath,,,,,,,,41.9987866,-87.6601695,60626,https://www.apartmentguide.com/rent/6415-N-Sheridan-Rd-Chicago-IL-LV1428965144/
"$1,700",3 Beds,1 Bath,,,Stove,,,,,41.7590309,-87.5788353,60649,https://www.apartmentguide.com/rent/7451-S-Bennett-Ave-Chicago-IL-LV2292707936/
"$1,550",2 Beds,1 Bath,,,Stove,,,,,41.7590309,-87.5788353,60649,https://www.apartmentguide.com/rent/7451-S-Bennett-Ave-Chicago-IL-LV2294263930/
"$1,650",2 Beds,1 Bath,,,Stainless Steel Appliances,,"Heat, Outdoor Parking",,,41.7511734,-87.7017371,60652,https://www.apartmentguide.com/rent/7806-S-Troy-St-Chicago-IL-LV1944211621/
"$1,450",Studio,1 Bath,,,,,Heat,,,41.6901958,-87.6187891,60628,https://www.apartmentguide.com/rent/11218-S-Indiana-Ave-Chicago-IL-LV2331639475/
"$1,800",Studio,1 Bath,,,,,,,,41.7484283,-87.6639034,60620,https://www.apartmentguide.com/rent/1609-W-80th-St-Chicago-IL-LV482864970/
"$1,200",1 Bed,1 Bath,,,,,Heat,,,41.933356,-87.756722,60641,https://www.apartmentguide.com/rent/2900-N-Laramie-Ave-Chicago-IL-LV2410557812/
"$1,865",2 Beds,1 Bath,,,,,,,,41.8039659,-87.6035227,60615,https://www.apartmentguide.com/rent/5001-S-Drexel-Blvd-Chicago-IL-LV2077978306/
"$1,635",1 Bed,1 Bath,,,,,,,,41.8039659,-87.6035227,60615,https://www.apartmentguide.com/rent/5001-S-Drexel-Blvd-Chicago-IL-LV1546775984/
"$1,318",1 Bed,1 Bath,,,,,Pool,,,41.7947728,-87.5807665,60637,https://www.apartmentguide.com/rent/5500-S-Shore-Dr-Chicago-IL-LV1781953102/
,1 Bed,1 Bath,,,,,Pool,,,41.7947728,-87.5807665,60637,https://www.apartmentguide.com/rent/5500-S-Shore-Dr-Chicago-IL-LV2248878422/
"$1,538",2 Beds,1 Bath,,,,,Pool,,,41.7947728,-87.5807665,60637,https://www.apartmentguide.com/rent/5500-S-Shore-Dr-Chicago-IL-LV2361237175/
"$1,623",2 Beds,1 Bath,,,,,Pool,,,41.7947728,-87.5807665,60637,https://www.apartmentguide.com/rent/5500-S-Shore-Dr-Chicago-IL-LV2368305418/
"$1,348",1 Bed,1 Bath,,,,,Pool,,,41.7947728,-87.5807665,60637,https://www.apartmentguide.com/rent/5500-S-Shore-Dr-Chicago-IL-LV415897448/
"$1,478",1 Bed,1 Bath,,,,,Pool,,,41.7947728,-87.5807665,60637,https://www.apartmentguide.com/rent/5500-S-Shore-Dr-Chicago-IL-LV2404408620/
,1–2 Beds,1 Bath,,,,,"Heat, Water",,12-Month,41.969539,-87.70576,60625,https://www.apartmentguide.com/rent/4837-51-North-Albany-Avenue-Chicago-IL-5396882/
"$1,255",1 Bed,1 Bath,,,,,,,,41.7484338,-87.6638765,60620,https://www.apartmentguide.com/rent/1607-W-80th-St-Chicago-IL-LV2166353666/
"$7,695",3 Beds,2 Baths,"1,426 Sqft","Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Elevator, Gym","Game Room, Outdoor Parking, Pet Friendly, Pool",Garage,,41.8815519,-87.6493459,60607,https://www.apartmentguide.com/rent/855-W-Madison-St-Chicago-IL-LV2339498438/
"$5,337",2 Beds,2 Baths,"1,104 Sqft","Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Elevator, Gym","Game Room, Outdoor Parking, Pet Friendly, Pool",Garage,,41.8815519,-87.6493459,60607,https://www.apartmentguide.com/rent/855-W-Madison-St-Chicago-IL-LV2413498891/
"$3,724",1 Bed,1 Bath,708 Sqft,"Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Elevator, Gym","Game Room, Outdoor Parking, Pet Friendly, Pool",Garage,,41.8815519,-87.6493459,60607,https://www.apartmentguide.com/rent/855-W-Madison-St-Chicago-IL-LV2413450892/
"$2,900",2 Beds,2 Baths,958 Sqft,"Dogs OK, Cats OK",Dishwasher,"Office Center/Conference Room, Gym","Heat, Outdoor Parking, Pet Friendly, Pool",Garage,,41.8671626,-87.6311238,60605,https://www.apartmentguide.com/rent/151-W-Roosevelt-Rd-Chicago-IL-LV1044899696/
"$2,550",3 Beds,2 Baths,"1,700 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances",Elevator,"Granite Countertops, Smoke-Free, Outdoor Parking, Pet Friendly",,,42.0039952,-87.6806362,60645,https://www.apartmentguide.com/rent/6720-N-Damen-Ave-Chicago-IL-LV777870710/
"$3,325",2 Beds,1 Bath,"1,200 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances",,"Heat, Pet Friendly, Private Yard",Garage,,41.9769263,-87.6669081,60640,https://www.apartmentguide.com/rent/1455-W-Farragut-Ave-Chicago-IL-LV240626084/
,2 Beds,1 Bath,"1,150 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave",,"Heat, Outdoor Parking, Pet Friendly, Private Yard",,,41.9183005,-87.6797206,60647,https://www.apartmentguide.com/rent/2019-N-Hoyne-Ave-Chicago-IL-LV265684422/
"$3,250",2 Beds,1 Bath,"1,600 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances",,"Heat, Outdoor Parking, Pet Friendly, Private Yard",,,41.9222839,-87.7093649,60647,https://www.apartmentguide.com/rent/2238-N-Sawyer-Ave-Chicago-IL-LV2400168753/
"$2,300",1 Bed,1 Bath,"1,200 Sqft",Dogs OK,Dishwasher,,"Heat, Outdoor Parking, Pet Friendly, Private Yard",Garage,,41.9162459,-87.6717192,60622,https://www.apartmentguide.com/rent/1734-W-Cortland-St-Chicago-IL-LV2191620659/
"$1,695",2 Beds,1 Bath,809 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances, Stove",,"Heat, Smoke-Free, Outdoor Parking, Pet Friendly, Snow Removal",,,41.830095,-87.6475719,60609,https://www.apartmentguide.com/rent/3515-S-Lituanica-Ave-Chicago-IL-LV2405668605/
"$1,550",2 Beds,1 Bath,650 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances",,"Heat, No_StorageSpace, Smoke-Free, Pet Friendly, Snow Removal",,,42.006851,-87.6724869,60626,https://www.apartmentguide.com/rent/1662-W-Farwell-Ave-Chicago-IL-LV2314747245/
,3 Beds,1 Bath,"1,500 Sqft",Cats OK,"Dishwasher, Microwave, Stove",,"Ceiling Fans, Heat, Pet Friendly",,,41.9406186,-87.6592689,60657,https://www.apartmentguide.com/rent/3224-N-Racine-Ave-Chicago-IL-LV699530504/
"$10,475",3 Beds,2 Baths,"1,690 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances","Elevator, Gym, Hot Tub","Granite Countertops, Heat, Outdoor Parking, Pet Friendly, Pool",Garage,,41.9022538,-87.6353565,60610,https://www.apartmentguide.com/rent/204-W-Hill-St-Chicago-IL-LV1864125006/
"$4,922",1 Bed,2 Baths,878 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances","Elevator, Gym, Hot Tub","Granite Countertops, Heat, Outdoor Parking, Pet Friendly, Pool",Garage,,41.9022538,-87.6353565,60610,https://www.apartmentguide.com/rent/204-W-Hill-St-Chicago-IL-LV2293205184/
"$4,810",Studio,1 Bath,878 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances","Elevator, Gym, Hot Tub","Granite Countertops, Heat, Outdoor Parking, Pet Friendly, Pool",Garage,,41.9022538,-87.6353565,60610,https://www.apartmentguide.com/rent/204-W-Hill-St-Chicago-IL-LV2393752313/
"$2,495",3 Beds,1 Bath,"1,500 Sqft","Dogs OK, Cats OK",Dishwasher,,"Heat, Outdoor Parking, Pet Friendly",,,41.9027492,-87.690462,60622,https://www.apartmentguide.com/rent/2525-W-Division-St-Chicago-IL-LV282480399/
"$3,000",1 Bed,1 Bath,"1,000 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stove",,Pet Friendly,,,41.9155003,-87.6518316,60614,https://www.apartmentguide.com/rent/1861-N-Bissell-St-Chicago-IL-LV2403483247/
"$1,960",1 Bed,1 Bath,411 Sqft,"Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Elevator, Gym, On-Site Laundry","New Appliances, No_WasherDryer, Pet Friendly",,,41.9031753,-87.6337387,60610,https://www.apartmentguide.com/rent/1140-N-La-Salle-Dr-Chicago-IL-LV1559676879/
"$2,850",3 Beds,1 Bath,"1,300 Sqft",Cats OK,"Dishwasher, Garbage Disposal, Microwave, Refrigerator, Stove",On-Site Laundry,"Pet Friendly, Private Yard",,,41.9590691,-87.6688047,60613,https://www.apartmentguide.com/rent/4237-N-Ashland-Ave-Chicago-IL-LV2398152387/
"$2,230",1 Bed,1 Bath,800 Sqft,"Dogs OK, Cats OK",Dishwasher,"Elevator, Gym, On-Site Laundry",Pet Friendly,Garage,,41.877207,-87.6291069,60604,https://www.apartmentguide.com/rent/343-S-Dearborn-St-Chicago-IL-LV2393740007/
"$2,853",1 Bed,1 Bath,736 Sqft,Dogs OK,,"Elevator, Gym","Dog Park, Green Space, Heat, Smoke-Free, Outdoor Parking, Pet Friendly, Pool, Quartz Countertops",Garage,,41.8715981,-87.6323656,60605,https://www.apartmentguide.com/rent/850-S-Clark-St-Chicago-IL-LV2353364755/
,1 Bed,1 Bath,736 Sqft,Dogs OK,,"Elevator, Gym","Dog Park, Green Space, Heat, Smoke-Free, Outdoor Parking, Pet Friendly, Pool, Quartz Countertops",Garage,,41.8715981,-87.6323656,60605,https://www.apartmentguide.com/rent/850-S-Clark-St-Chicago-IL-LV2376597459/
"$2,888",1 Bed,1 Bath,736 Sqft,Dogs OK,,"Elevator, Gym","Dog Park, Green Space, Heat, Smoke-Free, Outdoor Parking, Pet Friendly, Pool, Quartz Countertops",Garage,,41.8715981,-87.6323656,60605,https://www.apartmentguide.com/rent/850-S-Clark-St-Chicago-IL-LV2379146249/
"$2,783",1 Bed,1 Bath,759 Sqft,Dogs OK,,"Elevator, Gym","Dog Park, Green Space, Heat, Smoke-Free, Outdoor Parking, Pet Friendly, Pool, Quartz Countertops",Garage,,41.8712935,-87.6311719,60605,https://www.apartmentguide.com/rent/850-S-Clark-St-Chicago-IL-LV2409749943/
"$2,950",1 Bed,1 Bath,745 Sqft,Dogs OK,,"Elevator, Gym","Dog Park, Green Space, Heat, Smoke-Free, Outdoor Parking, Pet Friendly, Pool, Quartz Countertops",Garage,,41.8712689,-87.6314402,60605,https://www.apartmentguide.com/rent/850-S-Clark-St-Chicago-IL-LV621679921/
"$1,482",Studio,1 Bath,357 Sqft,"Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Gym, On-Site Laundry","Heat, New Appliances, No_StorageSpace, No_WasherDryer, Pet Friendly",,,41.9031753,-87.6337387,60610,https://www.apartmentguide.com/rent/1140-N-La-Salle-Dr-Chicago-IL-LV2407301303/
"$1,527",Studio,1 Bath,334 Sqft,"Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Gym, On-Site Laundry","Heat, New Appliances, No_StorageSpace, No_WasherDryer, Pet Friendly",,,41.9031753,-87.6337387,60610,https://www.apartmentguide.com/rent/1140-N-La-Salle-Dr-Chicago-IL-LV2407301229/
"$1,512",Studio,1 Bath,291 Sqft,"Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Gym, On-Site Laundry","Heat, New Appliances, No_StorageSpace, No_WasherDryer, Pet Friendly",,,41.9031753,-87.6337387,60610,https://www.apartmentguide.com/rent/1140-N-La-Salle-Dr-Chicago-IL-LV2407301248/
"$1,900",3 Beds,1 Bath,971 Sqft,,"Refrigerator, Stainless Steel Appliances",,"EV Chargers, Heat, Smoke-Free, Off Street Parking, Outdoor Parking, Private Yard",,,41.861581,-87.7052817,60623,https://www.apartmentguide.com/rent/1427-S-Kedzie-Ave-Chicago-IL-LV2379766767/
"$4,900",3 Beds,2 Baths,"1,650 Sqft",Cats OK,"Dishwasher, Microwave",,"Outdoor Parking, Pet Friendly, Pool",,,41.9268882,-87.6655344,60614,https://www.apartmentguide.com/rent/2459-N-Greenview-Ave-Chicago-IL-LV378067087/
"$1,650",Studio,1 Bath,410 Sqft,"Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances",,"Outdoor Parking, Pet Friendly",Garage,,41.968553,-87.658018,60640,https://www.apartmentguide.com/rent/4750-N-Winthrop-Ave-Chicago-IL-LV2405176273/
"$3,800",2 Beds,2 Baths,"1,000 Sqft","Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances",,"Heat, Outdoor Parking, Pet Friendly",,,41.9404408,-87.6495386,60657,https://www.apartmentguide.com/rent/3212-N-Halsted-St-Chicago-IL-LV202449456/
"$2,200",2 Beds,1 Bath,"1,100 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances",On-Site Laundry,"Granite Countertops, Heat, No_WasherDryer, Outdoor Parking, Pet Friendly",,,41.904215,-87.6639989,60642,https://www.apartmentguide.com/rent/1224-N-Cleaver-St-Chicago-IL-LV2406377497/
"$3,200",3 Beds,2 Baths,"1,200 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stove",On-Site Laundry,"Pet Friendly, Private Yard",,,41.9408372,-87.656313,60657,https://www.apartmentguide.com/rent/3231-N-Seminary-Ave-Chicago-IL-LV2399124688/
"$1,675",2 Beds,1 Bath,600 Sqft,Cats OK,"Dishwasher, Microwave, Refrigerator, Stove",,"Ceiling Fans, Heat, Outdoor Parking, Pet Friendly",,,41.9610975,-87.6779024,60613,https://www.apartmentguide.com/rent/4344-N-Winchester-Ave-Chicago-IL-LV2420380260/
"$1,509",Studio,1 Bath,293 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances","Elevator, Gym","Ceiling Fans, Heat, Pet Friendly",,,41.9032161,-87.6336362,60610,https://www.apartmentguide.com/rent/1140-N-La-Salle-Dr-Chicago-IL-LV2407300101/
"$2,400",1 Bed,1 Bath,820 Sqft,"Dogs OK, Cats OK",Dishwasher,,"Heat, No_StorageSpace, Outdoor Parking, Pet Friendly, Pool",Garage,,41.8911053,-87.6282422,60654,https://www.apartmentguide.com/rent/500-N-State-St-Chicago-IL-LV1012961496/
,1 Bed,1.5 Baths,700 Sqft,Cats OK,"Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances, Stove",On-Site Laundry,Pet Friendly,,,41.9109798,-87.6342933,60610,https://www.apartmentguide.com/rent/165-W-North-Ave-Chicago-IL-LV2291855067/
,3 Beds,1 Bath,"1,500 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances",,"Heat, Outdoor Parking, Pet Friendly, Quartz Countertops",,,41.9688686,-87.7198224,60625,https://www.apartmentguide.com/rent/4816-N-Monticello-Ave-Chicago-IL-LV2352718947/
